0,0.965,0.227,346907,0.0221,0.836,0,0.0997,-30.351,0,0.0489,77.568,3,0.134,0
0,0.945,0.539,266000,0.362,0.7240000000000001,9,0.269,-13.618,1,0.0313,96.286,4,0.5870000000000001,8
0,0.892,0.465,471000,0.414,0.741,2,0.136,-14.171,0,0.0296,101.317,4,0.355,9
0,0.9,0.235,370000,0.187,0.823,0,0.134,-16.682000000000002,0,0.0365,87.164,3,0.0458,5
0,0.875,0.414,515000,0.465,0.899,2,0.107,-13.5,0,0.03,105.597,3,0.473,5
0,0.915,0.308,279000,0.208,0.0654,6,0.13,-15.165,0,0.0343,107.741,3,0.182,5
0,0.926,0.397,269000,0.341,0.8690000000000001,9,0.324,-14.144,1,0.0382,110.575,4,0.556,4
0,0.836,0.46,348000,0.425,0.732,5,0.203,-14.157,1,0.0323,92.103,4,0.363,5
0,0.74,0.607,158000,0.211,0.657,0,0.232,-18.23,0,0.0484,65.733,4,0.24,5
0,0.8909999999999999,0.354,223000,0.4270000000000001,0.654,2,0.153,-14.647,0,0.0316,99.058,1,0.521,4
0,0.852,0.39,285000,0.517,0.667,0,0.206,-12.299,0,0.0323,96.054,4,0.606,6
0,0.8190000000000001,0.512,249000,0.467,0.241,0,0.127,-14.451,0,0.0472,110.735,3,0.758,5
0,0.747,0.405,224000,0.5760000000000001,0.236,0,0.107,-11.678,0,0.0311,100.193,4,0.71,4
0,0.969,0.436,108413,0.125,0.879,2,0.133,-26.38,0,0.051,115.622,3,0.802,0
0,0.986,0.53,225107,0.0723,0.899,2,0.139,-23.674,1,0.0578,114.64,3,0.6509999999999999,0
0,0.986,0.154,254667,0.0664,0.909,2,0.0431,-25.132,0,0.0495,77.82,5,0.0794,27
0,0.962,0.295,152773,0.183,0.22,7,0.255,-19.006,1,0.0466,159.499,4,0.845,3
0,0.843,0.15,277147,0.0191,4.89e-06,7,0.134,-21.396,1,0.0411,78.541,3,0.136,6
0,0.879,0.542,120920,0.338,0.0345,7,0.16,-15.893,1,0.0443,98.003,3,0.96,4
0,0.923,0.203,127133,0.0527,5.87e-06,4,0.142,-19.903,0,0.035,62.61600000000001,4,0.35600000000000004,4
0,0.826,0.217,128947,0.196,8.840000000000001e-05,7,0.183,-17.07,1,0.0372,66.362,4,0.629,3
0,0.846,0.364,69000,0.213,2.93e-05,7,0.129,-14.886,1,0.0333,176.94299999999996,3,0.611,3
0,0.911,0.336,114507,0.274,0.8290000000000001,4,0.315,-19.072,0,0.0389,103.122,3,0.941,3
0,0.871,0.19,100173,0.124,0.321,2,0.142,-17.906,1,0.0359,106.313,3,0.231,3
0,0.836,0.0,127347,0.136,0.00015800000000000002,7,0.0884,-15.614,1,0.0,0.0,0,0.0,3
0,0.916,0.517,124653,0.366,0.00605,4,0.14300000000000002,-15.992,0,0.0497,95.705,3,0.967,2
0,0.941,0.0668,144853,0.016,4.77e-06,7,0.109,-19.339,1,0.0384,73.691,3,0.245,3
0,0.8340000000000001,0.431,107093,0.194,0.00309,7,0.239,-12.93,1,0.0276,76.634,4,0.578,2
0,0.944,0.24,134720,0.264,0.17,4,0.219,-18.177,0,0.0544,178.384,4,0.8240000000000001,2
0,0.867,0.255,147907,0.239,0.191,4,0.155,-17.77,0,0.0358,82.198,3,0.643,2
0,0.691,0.189,351827,0.052000000000000005,0.000741,7,0.131,-21.163,1,0.0427,135.67700000000002,4,0.197,4
0,0.91,0.15,347840,0.00267,0.0287,7,0.125,-24.701,0,0.0434,135.65200000000002,5,0.105,2
0,0.768,0.29,181733,0.226,1.59e-06,7,0.105,-14.99,1,0.0385,98.348,4,0.47,2
0,0.936,0.32,147787,0.248,0.0585,2,0.181,-19.526,1,0.0499,86.745,3,0.768,2
0,0.746,0.0734,106520,0.0526,2.57e-05,7,0.14400000000000002,-19.889,1,0.0346,78.884,4,0.23,2
0,0.8590000000000001,0.378,79067,0.112,0.0,7,0.471,-18.817,1,0.0345,76.51899999999998,3,0.5489999999999999,2
0,0.971,0.297,143133,0.205,0.7559999999999999,7,0.158,-19.04,1,0.0418,168.752,4,0.92,2
0,0.947,0.16,234333,0.0197,0.211,7,0.107,-22.972,0,0.0384,68.39,4,0.154,1
0,0.752,0.256,92040,0.17600000000000002,0.00084,4,0.106,-16.049,0,0.0354,117.967,5,0.221,1
0,0.95,0.387,157960,0.188,0.163,4,0.298,-19.531,0,0.0514,75.329,3,0.7,1
0,0.816,0.124,176013,0.116,0.000407,7,0.0987,-20.61,1,0.0389,179.713,5,0.55,1
0,0.933,0.0715,570493,0.0118,0.0478,3,0.113,-21.741,1,0.0439,78.96300000000002,4,0.0369,1
0,0.92,0.276,143347,0.253,0.00395,7,0.306,-17.826,1,0.0361,61.457,4,0.589,1
0,0.914,0.222,159333,0.14,0.0,7,0.3670000000000001,-18.104,1,0.0487,162.69,4,0.5660000000000001,1
0,0.722,0.209,152733,0.122,0.747,7,0.223,-24.741,1,0.038,80.917,3,0.5760000000000001,1
0,0.908,0.452,160680,0.328,0.908,7,0.0671,-14.742,1,0.0391,135.648,3,0.895,1
0,0.921,0.208,144333,0.0235,3.2500000000000004e-05,7,0.311,-16.365,1,0.0384,131.707,4,0.226,1
0,0.97,0.228,180453,0.00111,0.00103,7,0.188,-22.499,1,0.0421,83.055,3,0.183,1
0,0.994,0.322,788770,0.0875,0.812,2,0.111,-17.44,1,0.0462,87.965,5,0.42,7
0,0.99,0.409,317450,0.175,0.975,0,0.07,-19.203,1,0.0571,123.304,3,0.899,4
0,0.99,0.435,159230,0.0806,0.861,4,0.142,-17.259,1,0.0482,82.389,4,0.89,10
0,0.993,0.503,110420,0.0436,0.574,4,0.209,-17.588,1,0.0609,118.048,3,0.7879999999999999,4
0,0.994,0.3670000000000001,102480,0.0448,0.968,4,0.0742,-20.17,1,0.0501,77.502,4,0.684,4
0,0.732,0.0612,1242187,0.0577,0.266,7,0.101,-18.858,0,0.0436,56.179,4,0.0643,0
0,0.212,0.271,158053,0.0327,0.0573,2,0.0769,-16.121,0,0.0397,106.111,4,0.077,0
0,0.7070000000000001,0.155,455507,0.0363,0.275,5,0.107,-17.326,0,0.0427,107.989,4,0.13699999999999998,0
0,0.757,0.0776,522840,0.35100000000000003,0.6759999999999999,2,0.0877,-8.286,0,0.0328,79.828,4,0.12,0
0,0.7659999999999999,0.239,84960,0.0034700000000000004,0.878,9,0.0967,-19.274,0,0.0455,62.692,4,0.279,0
0,0.954,0.179,132680,0.0477,0.8009999999999999,9,0.0878,-17.832,1,0.0405,76.14,4,0.16399999999999998,0
0,0.795,0.157,66400,0.29600000000000004,0.883,5,0.0729,-11.373,1,0.0374,132.796,3,0.0944,0
0,0.78,0.185,65720,0.243,0.951,7,0.165,-13.608,0,0.0364,107.247,4,0.0412,0
0,0.916,0.204,78480,0.0274,0.775,7,0.124,-18.72,1,0.0401,74.74600000000002,4,0.366,0
0,0.889,0.174,137880,0.0106,0.601,7,0.16399999999999998,-20.382,1,0.0408,67.71600000000001,3,0.327,2
0,0.6609999999999999,0.185,60053,0.174,0.0688,2,0.0854,-11.407,1,0.0402,94.337,3,0.152,0
0,0.846,0.204,82840,0.0324,0.902,7,0.428,-17.951,0,0.0485,70.42,4,0.435,0
0,0.895,0.183,95960,0.0405,0.708,9,0.225,-26.267,1,0.035,64.749,4,0.312,0
0,0.345,0.182,51480,0.267,0.0477,7,0.195,-12.449000000000002,1,0.0497,71.042,3,0.194,0
0,0.868,0.154,168907,0.0007019999999999999,0.958,0,0.142,-22.44,0,0.0472,108.548,4,0.37,0
0,0.212,0.201,142960,0.238,0.6990000000000001,2,0.106,-10.884,0,0.0413,109.613,4,0.0762,0
0,0.919,0.159,98307,0.0118,0.59,7,0.227,-17.66,0,0.0396,129.922,3,0.225,0
0,0.872,0.222,77000,0.162,0.909,11,0.177,-12.890999999999998,0,0.0391,113.589,4,0.35100000000000003,0
0,0.782,0.184,122040,0.006670000000000001,0.951,2,0.112,-20.196,0,0.0396,72.332,3,0.153,0
0,0.894,0.218,144800,0.00997,0.79,2,0.112,-28.274,0,0.0449,70.764,4,0.13,0
0,0.95,0.172,150200,0.0129,0.983,9,0.071,-28.473000000000006,0,0.0487,123.487,3,0.192,0
0,0.97,0.14800000000000002,210613,0.006540000000000001,0.905,5,0.039,-25.887,1,0.0449,66.541,4,0.166,0
0,0.454,0.185,67440,0.00104,0.906,2,0.114,-19.194000000000006,0,0.0417,64.072,4,0.0,0
0,0.752,0.16,149520,0.00268,0.838,9,0.321,-28.283,0,0.0557,129.411,3,0.29100000000000004,0
0,0.949,0.215,100493,0.00399,0.951,2,0.243,-28.265,0,0.045,57.753,4,0.123,0
0,0.0631,0.0611,266907,0.006509999999999999,0.774,3,0.201,-23.685,1,0.0486,71.232,4,0.282,0
0,0.926,0.154,66200,0.112,0.967,7,0.206,-17.746,1,0.038,106.899,4,0.239,0
